endpoint,mechanical_definition_id,variant,cohort,n,mae,bias,rmse,r2,interval_95_coverage,interval_95_width,spearman,future_interval_95_coverage,future_interval_95_width
viability_percent,,campaign_mean,pooled,84,16.25384763558201,8.84235763888889,19.34621448976508,-0.22361918520583046,0.9404761904761905,67.93910366397208,0.18141762166875033,,
viability_percent,,campaign_mean,ROUND_003,12,8.166770833333336,1.58364583333334,9.655576437875487,-0.027644099361796126,1.0,65.17240009482043,,,
viability_percent,,campaign_mean,ROUND_004,12,17.44581018518519,11.535763888888894,22.200007012328065,-0.3698895318008115,0.75,57.25340930658873,,,
viability_percent,,campaign_mean,ROUND_005,12,20.751744791666667,14.611406250000002,23.22860054015153,-0.6547370858713322,0.8333333333333334,65.14663151097523,,,
viability_percent,,campaign_mean,ROUND_006,12,18.63811111111111,13.665999999999997,21.447903846159353,-0.6834674825560749,1.0,70.24087223166488,,,
viability_percent,,campaign_mean,ROUND_007,12,19.13618055555556,8.900208333333337,20.07596431305252,-0.24461462222276986,1.0,72.20649489898722,,,
viability_percent,,campaign_mean,ROUND_008,12,15.532986111111109,14.4425,18.390347752323468,-1.609221416237756,1.0,73.00863451422471,,,
viability_percent,,campaign_mean,ROUND_009,12,14.10532986111111,-2.8430208333333327,17.11817577589771,-0.02836564617101378,1.0,72.54528309054344,,,
viability_percent,,campaign_mean,role:cold_start_graduation,6,25.408652777777775,25.408652777777775,26.073262353181796,-18.289488512360165,1.0,70.896079787439,-0.2070196678027063,,
viability_percent,,campaign_mean,role:rescue_candidate,11,15.213378787878789,-2.254272095959593,17.005668103224387,0.03377442976493483,1.0,67.31101214509277,0.2890029883456697,,
viability_percent,,campaign_mean,role:retest_priority,9,15.176483796296294,3.7913912037037045,16.468020871604875,-0.25739162215564537,1.0,71.24166328507344,-0.3475075456056653,,
viability_percent,,campaign_mean,role:screening_candidate,58,15.67130627394636,10.016906848659005,19.359758112344718,-0.2953759558394018,0.9137931034482759,67.2398642394369,0.2630141877895365,,
viability_percent,,campaign_mean,support:model_supported,11,11.932954545454544,-6.256363636363634,14.375342737048301,-0.3420078099216646,1.0,72.54845595461789,-0.3370999312316211,,
viability_percent,,campaign_mean,support:observed_retest,6,15.621354166666668,-1.4562847222222206,16.946904023411847,-0.103329716577373,1.0,72.58680416791846,-0.4780914437337575,,
viability_percent,,campaign_mean,support:unclassified_historical,48,16.250609230324077,10.349203993055557,19.910116336570567,-0.2632318770972799,0.8958333333333334,64.45332828601231,0.3672162097007598,,
viability_percent,,campaign_mean,support:unknown_cold_start,4,26.06729166666667,26.06729166666667,26.25313718439321,-69.88250051211931,1.0,72.20649489898722,,,
viability_percent,,campaign_mean,support:unknown_prior_reversion,15,17.068944444444448,14.618986111111115,19.421851361275504,-1.3051883118116585,1.0,72.71634199605387,-0.04492735963160581,,
viability_percent,,campaign_median,pooled,84,16.00452380952381,7.659166666666666,18.998199389929663,-0.1799922733717585,0.9404761904761905,67.93910366397209,0.18141762166875033,,
viability_percent,,campaign_median,ROUND_003,12,7.635416666666667,-1.3541666666666667,9.620602350338222,-0.02021298989589715,1.0,65.17240009482043,,,
viability_percent,,campaign_median,ROUND_004,12,16.278333333333332,8.033333333333331,20.59856566102763,-0.17937871121647486,0.75,57.25340930658873,,,
viability_percent,,campaign_median,ROUND_005,12,19.89375,12.895416666666668,22.189332154400983,-0.5099806144927865,0.8333333333333334,65.14663151097523,,,
viability_percent,,campaign_median,ROUND_006,12,18.499374999999997,13.249791666666667,21.18513636029201,-0.6424703998860191,1.0,70.24087223166494,,,
viability_percent,,campaign_median,ROUND_007,12,19.12666666666667,8.871666666666668,20.06332734534994,-0.24304825116980622,1.0,72.2064948989872,,,
viability_percent,,campaign_median,ROUND_008,12,16.377083333333335,15.45541666666667,19.19606700711546,-1.8428606081581793,1.0,73.00863451422471,,,
viability_percent,,campaign_median,ROUND_009,12,14.221041666666666,-3.537291666666667,17.24707531063842,-0.04391110225128969,1.0,72.54528309054344,,,
viability_percent,,campaign_median,role:cold_start_graduation,6,25.121666666666666,25.121666666666666,25.79390540903025,-17.878355862152887,1.0,70.89607978743902,-0.2070196678027063,,
viability_percent,,campaign_median,role:rescue_candidate,11,15.706136363636363,-3.522045454545454,17.4447725466555,-0.016767723700701787,1.0,67.31101214509279,0.2890029883456697,,
viability_percent,,campaign_median,role:retest_priority,9,15.136944444444445,3.436944444444445,16.52499359135865,-0.26610680884249294,1.0,71.24166328507344,-0.3475075456056653,,
viability_percent,,campaign_median,role:screening_candidate,58,15.25258620689655,8.62844827586207,18.809892705105636,-0.22283712298398006,0.9137931034482759,67.23986423943688,0.2630141877895365,,
viability_percent,,campaign_median,support:model_supported,11,12.277500000000002,-6.242954545454544,14.638209632670247,-0.3915363389659574,1.0,72.54845595461788,-0.3370999312316211,,
viability_percent,,campaign_median,support:observed_retest,6,16.190416666666668,-1.359583333333332,17.40927665187921,-0.1643566532374472,1.0,72.58680416791844,-0.4780914437337575,,
viability_percent,,campaign_median,support:unclassified_historical,48,15.57671875,8.206093749999999,19.09210151435339,-0.1615634843674696,0.8958333333333334,64.45332828601232,0.3672162097007598,,
viability_percent,,campaign_median,support:unknown_cold_start,4,26.03875,26.03875,26.2247977828238,-69.7295524333643,1.0,72.20649489898719,,,
viability_percent,,campaign_median,support:unknown_prior_reversion,15,17.356499999999997,14.810166666666667,19.824809110051984,-1.4018350890008136,1.0,72.71634199605387,-0.04492735963160581,,
viability_percent,,current_mixed,pooled,84,26.72065354116798,24.29453712569545,30.885465734898144,-2.118620935889475,0.6547619047619048,68.67498615791185,0.44636158152614736,,
viability_percent,,current_mixed,ROUND_003,12,16.536584398699606,14.765135305195315,18.108306764727367,-2.614448211842299,0.9166666666666666,77.03061184755327,0.5989501304292861,,
viability_percent,,current_mixed,ROUND_004,12,29.947990928664577,27.715012849879987,34.2044856763948,-2.251961928656827,0.5833333333333334,76.62552528712119,0.09090909090909093,,
viability_percent,,current_mixed,ROUND_005,12,30.47350379358647,30.47350379358647,33.87960602971565,-2.520137374476364,0.75,76.59497353330833,0.7323649216501577,,
viability_percent,,current_mixed,ROUND_006,12,30.674374499006163,25.122825914499117,33.914263943763686,-3.2092024621020734,0.6666666666666666,63.559676896043584,0.33625270480240615,,
viability_percent,,current_mixed,ROUND_007,12,22.187764969600277,20.439580945250952,29.00029925263236,-1.597090165554111,0.6666666666666666,60.04486819641366,0.21366057284319562,,
viability_percent,,current_mixed,ROUND_008,12,34.916010522147225,32.82513689021208,36.94392404435876,-9.529726638669809,0.4166666666666667,65.61596590260959,0.07692307692307693,,
