panel_row,stage,label,iteration_dir,x_feature,x_value,predicted_mean,predicted_std,ucb,is_selected,training_points,anchor_mode,acquisition,kappa
1,0,literature_only,literature_only,ectoin_M,0.5655740718222514,64.545588,24.917705,77.00444,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5691089097711405,64.573915,24.90318,77.025505,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5726437477200296,64.603123,24.88755,77.046898,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5761785856689187,64.633195,24.870761,77.068576,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5797134236178078,64.664107,24.852768,77.090491,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5832482615666967,64.695831,24.833524,77.112593,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5867830995155858,64.728333,24.812991,77.134828,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5903179374644749,64.761572,24.791133,77.157139,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.593852775413364,64.795504,24.767923,77.179466,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5973876133622531,64.830075,24.743342,77.201746,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6009224513111421,64.865225,24.717379,77.223915,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6044572892600312,64.900888,24.690036,77.245906,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6079921272089203,64.93699,24.661325,77.267652,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6115269651578094,64.973448,24.631274,77.289085,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6150618031066984,65.010175,24.599925,77.310137,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6185966410555875,65.047072,24.567338,77.33074,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6221314790044765,65.084034,24.533589,77.350829,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6256663169533656,65.12095,24.498777,77.370339,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6292011549022547,65.1577,24.463019,77.38921,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6327359928511438,65.194157,24.426452,77.407383,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6362708308000329,65.230187,24.389238,77.424807,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6398056687489219,65.265651,24.351561,77.441431,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.643340506697811,65.300404,24.313623,77.457215,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6468753446467,65.334296,24.275651,77.472121,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6504101825955891,65.367173,24.23789,77.486118,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6539450205444782,65.398881,24.200604,77.499183,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6574798584933673,65.429263,24.164071,77.511299,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6610146964422563,65.458161,24.128584,77.522453,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6645495343911454,65.485422,24.094443,77.532643,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6680843723400345,65.510892,24.061952,77.541868,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6716192102889236,65.534426,24.031416,77.550134,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6751540482378127,65.555884,24.003135,77.557452,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6786888861867018,65.575135,23.977397,77.563833,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6822237241355907,65.592058,23.954475,77.569295,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6857585620844798,65.606543,23.934617,77.573852,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6892934000333689,65.618497,23.918046,77.577521,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.692828237982258,65.62784,23.904952,77.580316,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6963630759311471,65.634506,23.895487,77.58225,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.6998979138800361,65.638451,23.889763,77.583332,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.7034327518289252,65.639645,23.887847,77.583568,True,216,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.0,31.653246,18.223248,40.76487,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.0035348379488890714,31.44473,18.123785,40.506623,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.007069675897778143,31.22264,18.035199,40.24024,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.010604513846667215,30.987049,17.95688,39.965489,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.014139351795556285,30.738211,17.887931,39.682177,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.017674189744445356,30.476518,17.827228,39.390132,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.02120902769333443,30.202463,17.773477,39.089201,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.0247438656422235,29.916616,17.725275,38.779253,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.02827870359111257,29.619604,17.681164,38.460186,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.03181354154000164,29.312088,17.639682,38.131929,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.03534837948889071,28.994752,17.599405,37.794455,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.03888321743777978,28.668291,17.558985,37.447784,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.04241805538666886,28.333405,17.517179,37.091995,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.04595289333555793,27.990797,17.472873,36.727234,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.049487731284447,27.641175,17.4251,36.353725,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.05302256923333607,27.285253,17.373055,35.971781,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.05655740718222514,26.923764,17.316101,35.581815,False,270,median_profile,ucb,0.5
2,5,iteration_5,iteration_5_prior_mean,ectoin_M,0.06009224513111421,26.557463,17.253775,35.18435,False,270,median_profile,ucb,0.5
