evaluation_policy_version,mechanical_definition_id,round_id,round_number,provenance_class,formal_cohort,active_phase,candidate_id,formulation_id,recommendation_type,selection_rank,endpoint,endpoint_role,metric_type,prediction_mean,prediction_std,observed_mean,observed_unit,replicate_count,completed_row_count,evaluation_eligible,exclusion_reason,formal_metric_eligible,formal_exclusion_reason,signed_error,absolute_error,squared_error,standardized_residual,interval_95_lower,interval_95_upper,interval_95_covered,brier_score,classification_correct
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,retest_v2_4d49c0b641bb,v2_4d49c0b641bb,retest_priority,4,intact_patch_formation_pass,gate_secondary,binary,0.9406225071543556,,1.0,binary,1,5,True,,True,,-0.05937749284564442,0.05937749284564442,0.003525686656634554,,,,,0.003525686656634554,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,retest_v2_4d49c0b641bb,v2_4d49c0b641bb,retest_priority,4,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.1934112384227048,0.036296730203869,,,0,5,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,rescue_000010,v2_a288e68df07e,rescue_candidate,5,viability_percent,primary,continuous,38.00527463623064,4.09416325063165,31.5,percent,4,5,True,,True,,6.505274636230638,6.505274636230638,42.318598092785656,1.5889143246124835,29.980714664992604,46.02983460746867,True,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,rescue_000010,v2_a288e68df07e,rescue_candidate,5,intact_patch_formation_pass,gate_secondary,binary,0.9544997254541622,,1.0,binary,1,5,True,,True,,-0.04550027454583783,0.04550027454583783,0.0020702749837466176,,,,,0.0020702749837466176,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,rescue_000010,v2_a288e68df07e,rescue_candidate,5,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.1944164682220349,0.0362128808994903,,,0,5,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000461,v2_211d2693ca45,,6,viability_percent,primary,continuous,82.43213414353549,8.66023234559118,31.775000000000002,percent,4,7,True,,True,,50.65713414353549,50.65713414353549,2566.1452396361487,5.8493966584308135,65.45807874617678,99.4061895408942,False,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000461,v2_211d2693ca45,,6,intact_patch_formation_pass,gate_secondary,binary,0.9509867549046432,,1.0,binary,1,7,True,,True,,-0.04901324509535676,0.04901324509535676,0.0024022981947775138,,,,,0.0024022981947775138,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000461,v2_211d2693ca45,,6,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.1935857578471392,0.0362961047102684,0.27201050000000004,N_per_needle,2,7,False,endpoint_not_active,False,endpoint_not_active,,,,,,,,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000304,v2_55f87bb2c839,,7,viability_percent,primary,continuous,80.7351200638173,8.675035811298036,38.1975,percent,4,6,True,,True,,42.53762006381731,42.53762006381731,1809.4491206936727,4.903451811509289,63.732049873673155,97.73819025396145,False,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000304,v2_55f87bb2c839,,7,intact_patch_formation_pass,gate_secondary,binary,0.7355235257053749,,1.0,binary,1,6,True,,True,,-0.26447647429462506,0.26447647429462506,0.06994780545531547,,,,,0.06994780545531547,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000304,v2_55f87bb2c839,,7,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.193426532313209,0.0362981229228058,0.109429,N_per_needle,1,6,False,endpoint_not_active,False,endpoint_not_active,,,,,,,,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000144,v2_a409fb1db800,,8,viability_percent,primary,continuous,53.29355304663752,21.949200020137223,5.522500000000001,percent,4,5,True,,True,,47.77105304663752,47.77105304663752,2282.073509184656,2.1764370912292987,10.273121007168562,96.31398508610647,False,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000144,v2_a409fb1db800,,8,intact_patch_formation_pass,gate_secondary,binary,0.8911001313752968,,1.0,binary,1,5,True,,True,,-0.10889986862470324,0.10889986862470324,0.011859181386477626,,,,,0.011859181386477626,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000144,v2_a409fb1db800,,8,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.1932606062723164,0.0362917590649744,,,0,5,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000107,v2_c60ceb90bc67,,9,viability_percent,primary,continuous,51.86898913765614,25.69018254363421,27.770000000000003,percent,4,5,True,,True,,24.09898913765614,24.09898913765614,580.7612774568686,0.9380621993138638,1.5162313521330901,102.2217469231792,True,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000107,v2_c60ceb90bc67,,9,intact_patch_formation_pass,gate_secondary,binary,0.8212019471205123,,1.0,binary,1,5,True,,True,,-0.1787980528794877,0.1787980528794877,0.031968743713496076,,,,,0.031968743713496076,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000107,v2_c60ceb90bc67,,9,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.1935557103727651,0.0362949050847256,,,0,5,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_001096,v2_d3e3aa3e830f,,10,viability_percent,primary,continuous,52.82133142862415,25.70744870367142,21.097500000000004,percent,4,5,True,,True,,31.723831428624145,31.723831428624145,1006.4014805117611,1.2340326647853426,2.4347319694281637,103.20793088782014,True,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_001096,v2_d3e3aa3e830f,,10,intact_patch_formation_pass,gate_secondary,binary,0.91566250074059,,1.0,binary,1,5,True,,True,,-0.08433749925941003,0.08433749925941003,0.007112813781330988,,,,,0.007112813781330988,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_001096,v2_d3e3aa3e830f,,10,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.193429372149212,0.0362981165991586,,,0,5,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000938,v2_cc16b5977344,,11,viability_percent,primary,continuous,52.81359865196457,25.70746360865524,16.3325,percent,4,5,True,,True,,36.48109865196457,36.48109865196457,1330.8705588543714,1.419085881334557,2.4269699790003045,103.20022732492883,True,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000938,v2_cc16b5977344,,11,intact_patch_formation_pass,gate_secondary,binary,0.930804853109686,,1.0,binary,1,5,True,,True,,-0.06919514689031403,0.06919514689031403,0.004787968353172136,,,,,0.004787968353172136,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_000938,v2_cc16b5977344,,11,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.1937190901142571,0.0362955762104659,,,0,5,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_001157,v2_d36a198b8927,,12,viability_percent,primary,continuous,52.778130680058574,25.707418582474865,16.0075,percent,4,5,True,,True,,36.770630680058574,36.770630680058574,1352.0792806092647,1.430350953445231,2.391590258407838,103.1646711017093,True,,
prospective_evaluation_v2,,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_001157,v2_d36a198b8927,,12,intact_patch_formation_pass,gate_secondary,binary,0.9485355110300756,,1.0,binary,1,5,True,,True,,-0.051464488969924393,0.051464488969924393,0.0026485936249354696,,,,,0.0026485936249354696,True
prospective_evaluation_v2,terminal_force_08mm_after_1N_v1,ROUND_010,10,formal_frozen,True,mechanics_bootstrap,cand_001157,v2_d36a198b8927,,12,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.1936771424649659,0.0362954059325607,,,0,5,False,not_measured,False,not_measured,,,,,,,,,
