recommendation_type,bucket_rank,origin,source_file,source_rank,anchor_stage,anchor_experiments,predicted_viability,uncertainty,blindspot_score,novelty_score,dmso_percent,n_ingredients,betaine_M,creatine_M,dextran_pct,dmso_M,ectoin_M,ethylene_glycol_M,fbs_pct,glucose_M,glycerol_M,hes_pct,hsa_pct,human_serum_pct,hyaluronic_acid_pct,methylcellulose_pct,peg_3350_pct,proline_M,propylene_glycol_M,pvp_pct,raffinose_M,sucrose_M,trehalose_M,formulation,rationale
exploit,11,bo_candidate,bo_candidates_general_iteration_9_prior_mean.csv,13.0,,,71.90734817938905,15.27571682956484,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.2474541968007191,1.7958794983943414,13.473851561173657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.5mM ectoin + 1.80M ethylene_glycol + 13.5% fbs,Top BO exploitation candidate with strong predicted viability.
explore,1,local_rank_probe,bo_candidates_dmso_free_iteration_9_prior_mean.csv,4.0,9.0,,72.8057697561153,14.724738438093409,5.602362134613426,0.024828053145144597,0.0,3,0.0,0.0,0.0,0.0,0.249950172406348,1.4832225165286383,8.676651311336663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0mM ectoin + 1.48M ethylene_glycol + 8.7% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_9_prior_mean.csv rank 4; scaled fbs + ethylene_glycol down by 10%.
explore,2,local_rank_probe,bo_candidates_dmso_free_iteration_9_prior_mean.csv,4.0,9.0,,73.77511257949222,14.657698199420121,5.602362134613426,0.024828053145144597,0.0,3,0.0,0.0,0.0,0.0,0.249950172406348,1.8128275202016693,10.604796047189256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0mM ectoin + 1.81M ethylene_glycol + 10.6% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_9_prior_mean.csv rank 4; scaled fbs + ethylene_glycol up by 10%.
explore,3,local_rank_probe,bo_candidates_dmso_free_iteration_9_prior_mean.csv,5.0,9.0,,73.02560578749025,14.69056413277207,5.471961886637499,0.029134927125181998,0.053513380410217054,4,0.0,0.0,0.0,0.0075342017728451,0.2492712026379946,1.506975817151213,8.806300413553792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5mM dmso + 249.3mM ectoin + 1.51M ethylene_glycol + 8.8% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_9_prior_mean.csv rank 5; scaled fbs + ethylene_glycol down by 10%.
explore,4,local_rank_probe,bo_candidates_dmso_free_iteration_9_prior_mean.csv,5.0,9.0,,73.09292079104405,14.621260847091495,5.471961886637499,0.029134927125181998,0.053513380410217054,4,0.0,0.0,0.0,0.0075342017728451,0.2492712026379946,1.8418593320737051,10.76325606101019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5mM dmso + 249.3mM ectoin + 1.84M ethylene_glycol + 10.8% fbs,Local rank-resolution probe around exploit anchor bo_candidates_dmso_free_iteration_9_prior_mean.csv rank 5; scaled fbs + ethylene_glycol up by 10%.
explore,5,coverage_probe,bo_candidates_general_iteration_9_prior_mean.csv,16.0,,,70.7824751032578,15.08536184460294,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.2409082750946847,1.3924244730022175,9.29827697926583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.9mM ectoin + 1.39M ethylene_glycol + 9.3% fbs,k-center coverage probe selected from BO candidates to expand distance from known chemistry support.
explore,6,coverage_probe,bo_candidates_general_iteration_9_prior_mean.csv,17.0,,,70.538688398393,16.246644253982037,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.259268174453187,1.6343454811336475,9.403757871669413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216237753513542,0.0,0.0,0.0,0.0,259.3mM ectoin + 1.63M ethylene_glycol + 9.4% fbs + 216.2mM propylene_glycol,k-center coverage probe selected from BO candidates to expand distance from known chemistry support.
explore,7,blindspot_probe,,,8.0,EXP2103;EXP8106,45.56805359265169,24.57771595971861,4.981042843943966,0.13283022990669166,0.0,4,0.0,0.0,0.0,0.0,0.0,1.53,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1495,0.0,7.2,0.0,0.0,0.0,1.53M ethylene_glycol + 33.9% fbs + 149.5mM proline + 7.2% pvp,Midpoint calibration probe from underpredicted ethylene_glycol + proline anchors.
explore,8,blindspot_probe,,,8.0,EXP2103;EXP8106,45.68314033954621,24.57170743573734,4.310393867261789,0.14688681993779443,0.0,5,0.0,0.0,0.0,0.0,0.0,1.53,33.9,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.1495,0.0,7.2,0.0,0.0,0.0,1.53M ethylene_glycol + 33.9% fbs + 1.6% hsa + 149.5mM proline + 7.2% pvp,Midpoint calibration probe from underpredicted ethylene_glycol + hsa anchors.
explore,9,blindspot_probe,,,5.0,EXP5107,45.68124130042584,14.721173990198047,12.48013094060236,0.08698830409356724,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000000000000003,0.0,0.0,0.37412500000000004,0.0,2.30M propylene_glycol + 374.1mM sucrose,Local calibration probe around underpredicted propylene_glycol + sucrose chemistry.
